quarter_key,year,quarter,region_ar,city,property_type,sales_transactions,market_value,avg_price_m2,rental_contracts,avg_rent,region,population,avg_income,inflation_rate,repo_rate
2020Q2,2020,2,المنطقة الشرقية,Dammam,Residential,1392.0,1318300806.7,2592.087110398858,10038.0,17939.165133814007,Eastern Province,1532326,11775.0,3.45,1.0
2020Q2,2020,2,المنطقة الشرقية,Khobar,Commercial,,,,277.0,514.3586148953069,Eastern Province,658550,11775.0,3.45,1.0
2020Q2,2020,2,المنطقة الشرقية,Khobar,Residential,51.0,24033987.94,2189.050704882353,6314.0,21491.31342902645,Eastern Province,658550,11775.0,3.45,1.0
2020Q2,2020,2,منطقة تبوك,Tabuk,Commercial,,,,109.0,515.136679266055,Tabuk,623665,11127.0,3.45,1.0
2020Q2,2020,2,منطقة تبوك,Tabuk,Residential,,,,2472.0,14780.258581181228,Tabuk,623665,11127.0,3.45,1.0
2020Q2,2020,2,منطقة جازان,Jazan,Commercial,,,,92.0,619.915168097826,Jazan,200911,10763.0,3.45,1.0
2020Q2,2020,2,منطقة جازان,Jazan,Residential,,,,1229.0,18590.362851566315,Jazan,200911,10763.0,3.45,1.0
2020Q2,2020,2,منطقة حائل,Hail,Commercial,,,,160.0,388.78977490625,Hail,498575,9269.0,3.45,1.0
2020Q2,2020,2,منطقة حائل,Hail,Residential,,,,1576.0,13024.57446664721,Hail,498575,9269.0,3.45,1.0
2020Q2,2020,2,منطقة عسير,Abha,Commercial,,,,59.0,604.7707524915254,Aseer,422243,11264.0,3.45,1.0
2020Q2,2020,2,منطقة عسير,Abha,Residential,,,,1433.0,16618.30913987369,Aseer,422243,11264.0,3.45,1.0
2020Q2,2020,2,منطقة مكة المكرمة,Jeddah,Commercial,,,,829.0,643.3897261037393,Makkah,3751722,10141.0,3.45,1.0
2020Q2,2020,2,منطقة مكة المكرمة,Jeddah,Residential,,,,21443.0,21309.72001288206,Makkah,3751722,10141.0,3.45,1.0
2020Q2,2020,2,منطقة مكة المكرمة,Makkah,Commercial,,,,266.0,597.8341799285714,Makkah,2427924,10141.0,3.45,1.0
2020Q2,2020,2,منطقة مكة المكرمة,Makkah,Residential,,,,3760.0,16473.79368143883,Makkah,2427924,10141.0,3.45,1.0
2020Q2,2020,2,منطقة الباحة,Al Bahah,Residential,2.0,1020000.0,,,,Al Bahah,90515,11348.0,3.45,1.0
2020Q2,2020,2,منطقة الرياض,Riyadh,Commercial,819.0,6535982386.65,2195.447155030612,,,Riyadh,7009120,14990.0,3.45,1.0
2020Q2,2020,2,منطقة الرياض,Riyadh,Residential,10795.0,14293185112.55,2917.4462333600877,,,Riyadh,7009120,14990.0,3.45,1.0
2020Q2,2020,2,منطقة القصيم,Buraidah,Residential,15.0,5980000.0,1978.352104,,,Al Qassim,677647,10081.0,3.45,1.0
2020Q2,2020,2,منطقة المدينة المنورة,Madinah,Commercial,31.0,153086168.0,958.325905076923,,,Madinah,1477047,9723.0,3.45,1.0
2020Q2,2020,2,منطقة المدينة المنورة,Madinah,Residential,304.0,206043618.5,1728.3862327768925,,,Madinah,1477047,9723.0,3.45,1.0
2020Q2,2020,2,منطقة تبوك,Tabuk,Commercial,301.0,248560804.65,1322.8105074912892,,,Tabuk,623665,11127.0,3.45,1.0
2020Q2,2020,2,منطقة تبوك,Tabuk,Residential,347.0,224353538.04,1378.882332774744,,,Tabuk,623665,11127.0,3.45,1.0
2020Q2,2020,2,منطقة جازان,Jazan,Commercial,23.0,18116000.0,594.1139256666667,,,Jazan,200911,10763.0,3.45,1.0
2020Q2,2020,2,منطقة جازان,Jazan,Residential,286.0,154751089.0,1003.3718297593985,,,Jazan,200911,10763.0,3.45,1.0
2020Q2,2020,2,منطقة حائل,Hail,Residential,1.0,675000.0,,,,Hail,498575,9269.0,3.45,1.0
2020Q2,2020,2,منطقة عسير,Abha,Residential,7.0,3936844.0,2013.463378,,,Aseer,422243,11264.0,3.45,1.0
2020Q2,2020,2,منطقة مكة المكرمة,Jeddah,Commercial,555.0,1615061661.07,2214.3038326518845,,,Makkah,3751722,10141.0,3.45,1.0
2020Q2,2020,2,منطقة مكة المكرمة,Jeddah,Residential,5150.0,5578341546.31,2766.684926859596,,,Makkah,3751722,10141.0,3.45,1.0
2020Q2,2020,2,منطقة مكة المكرمة,Makkah,Commercial,12.0,23920688.0,,,,Makkah,2427924,10141.0,3.45,1.0
2020Q2,2020,2,منطقة مكة المكرمة,Makkah,Residential,223.0,561108175.9,8804.33225242132,,,Makkah,2427924,10141.0,3.45,1.0
2020Q2,2020,2,منطقة نجران,Najran,Commercial,,,,14.0,244.43698192857144,Najran,421902,7969.0,3.45,1.0
2020Q2,2020,2,منطقة نجران,Najran,Residential,,,,1580.0,9810.855878982278,Najran,421902,7969.0,3.45,1.0
2020Q3,2020,3,منطقة الباحة,Al Bahah,Commercial,,,,113.0,729.6782746814159,Al Bahah,90515,11348.0,3.45,1.0
2020Q3,2020,3,منطقة الباحة,Al Bahah,Residential,,,,465.0,15374.770626924732,Al Bahah,90515,11348.0,3.45,1.0
2020Q3,2020,3,منطقة الجوف,Sakaka,Commercial,,,,264.0,436.8353187386364,Al Jouf,236669,10686.0,3.45,1.0
2020Q3,2020,3,منطقة الجوف,Sakaka,Residential,,,,1552.0,11723.51183452384,Al Jouf,236669,10686.0,3.45,1.0
2020Q3,2020,3,منطقة الحدود الشماليه,Arar,Commercial,,,,166.0,417.11813746385536,Northern Borders,202719,,3.45,1.0
2020Q3,2020,3,منطقة الحدود الشماليه,Arar,Residential,,,,1009.0,14295.087534145689,Northern Borders,202719,,3.45,1.0
2020Q3,2020,3,منطقة الرياض,Riyadh,Commercial,,,,11222.0,515.9824932991446,Riyadh,7009120,14990.0,3.45,1.0
2020Q3,2020,3,منطقة الرياض,Riyadh,Residential,,,,69520.0,21163.880389925664,Riyadh,7009120,14990.0,3.45,1.0
2020Q3,2020,3,منطقة القصيم,Buraidah,Commercial,,,,455.0,322.862420621978,Al Qassim,677647,10081.0,3.45,1.0
2020Q3,2020,3,منطقة القصيم,Buraidah,Residential,,,,3262.0,11678.513920306868,Al Qassim,677647,10081.0,3.45,1.0
2020Q3,2020,3,منطقة المدينة المنورة,Madinah,Commercial,,,,1476.0,499.0696094268292,Madinah,1477047,9723.0,3.45,1.0
2020Q3,2020,3,منطقة المدينة المنورة,Madinah,Residential,,,,9554.0,15942.297309112411,Madinah,1477047,9723.0,3.45,1.0
2020Q3,2020,3,المنطقة الشرقية,Dammam,Commercial,130.0,388651689.3,1484.9778810641026,1985.0,656.1869013964736,Eastern Province,1532326,11775.0,3.45,1.0
2020Q3,2020,3,المنطقة الشرقية,Dammam,Residential,1638.0,1214084783.72,2464.4788863340136,17134.0,18044.91225513091,Eastern Province,1532326,11775.0,3.45,1.0
2020Q3,2020,3,المنطقة الشرقية,Khobar,Commercial,,,,1071.0,524.2151221372549,Eastern Province,658550,11775.0,3.45,1.0
2020Q3,2020,3,المنطقة الشرقية,Khobar,Residential,59.0,34679174.15,2992.1983021355936,9610.0,21075.1916669052,Eastern Province,658550,11775.0,3.45,1.0
2020Q3,2020,3,منطقة تبوك,Tabuk,Commercial,,,,554.0,509.8491565740072,Tabuk,623665,11127.0,3.45,1.0
2020Q3,2020,3,منطقة تبوك,Tabuk,Residential,,,,4637.0,13987.09994518956,Tabuk,623665,11127.0,3.45,1.0
2020Q3,2020,3,منطقة جازان,Jazan,Commercial,,,,281.0,664.5951341423488,Jazan,200911,10763.0,3.45,1.0
2020Q3,2020,3,منطقة جازان,Jazan,Residential,,,,2116.0,18490.504141628546,Jazan,200911,10763.0,3.45,1.0
2020Q3,2020,3,منطقة حائل,Hail,Commercial,,,,590.0,433.4042075457627,Hail,498575,9269.0,3.45,1.0
2020Q3,2020,3,منطقة حائل,Hail,Residential,,,,2926.0,12810.580478067326,Hail,498575,9269.0,3.45,1.0
2020Q3,2020,3,منطقة عسير,Abha,Commercial,,,,297.0,593.8531935353535,Aseer,422243,11264.0,3.45,1.0
2020Q3,2020,3,منطقة عسير,Abha,Residential,,,,2023.0,17346.703704790412,Aseer,422243,11264.0,3.45,1.0
2020Q3,2020,3,منطقة مكة المكرمة,Jeddah,Commercial,,,,4280.0,686.2479478691589,Makkah,3751722,10141.0,3.45,1.0
2020Q3,2020,3,منطقة مكة المكرمة,Jeddah,Residential,,,,41727.0,20707.88664508496,Makkah,3751722,10141.0,3.45,1.0
2020Q3,2020,3,منطقة مكة المكرمة,Makkah,Commercial,,,,1867.0,607.7113660835565,Makkah,2427924,10141.0,3.45,1.0
2020Q3,2020,3,منطقة مكة المكرمة,Makkah,Residential,,,,11428.0,16167.622094558805,Makkah,2427924,10141.0,3.45,1.0
2020Q3,2020,3,منطقة الجوف,Sakaka,Residential,1.0,500000.0,,,,Al Jouf,236669,10686.0,3.45,1.0
2020Q3,2020,3,منطقة الرياض,Riyadh,Commercial,736.0,3553791542.54,1292.9681825704463,,,Riyadh,7009120,14990.0,3.45,1.0
2020Q3,2020,3,منطقة الرياض,Riyadh,Residential,12051.0,10762670110.86,2285.144134908736,,,Riyadh,7009120,14990.0,3.45,1.0
2020Q3,2020,3,منطقة القصيم,Buraidah,Residential,19.0,12088280.0,2134.8321246666665,,,Al Qassim,677647,10081.0,3.45,1.0
2020Q3,2020,3,منطقة المدينة المنورة,Madinah,Commercial,55.0,37518628.2,943.6235945714286,,,Madinah,1477047,9723.0,3.45,1.0
2020Q3,2020,3,منطقة المدينة المنورة,Madinah,Residential,448.0,264338269.28,1375.2066611206028,,,Madinah,1477047,9723.0,3.45,1.0
2020Q3,2020,3,منطقة تبوك,Tabuk,Commercial,463.0,257411356.41,727.567881925508,,,Tabuk,623665,11127.0,3.45,1.0
2020Q3,2020,3,منطقة تبوك,Tabuk,Residential,764.0,350780270.3,945.6234952367648,,,Tabuk,623665,11127.0,3.45,1.0
2020Q3,2020,3,منطقة جازان,Jazan,Commercial,28.0,11711326.0,550.972193,,,Jazan,200911,10763.0,3.45,1.0
2020Q3,2020,3,منطقة جازان,Jazan,Residential,316.0,132305434.61,958.9483675816329,,,Jazan,200911,10763.0,3.45,1.0
2020Q3,2020,3,منطقة حائل,Hail,Residential,3.0,1619443.0,,,,Hail,498575,9269.0,3.45,1.0
2020Q3,2020,3,منطقة عسير,Abha,Residential,6.0,3038800.0,,,,Aseer,422243,11264.0,3.45,1.0
2020Q3,2020,3,منطقة مكة المكرمة,Jeddah,Commercial,556.0,1402885509.54,1470.0319687586912,,,Makkah,3751722,10141.0,3.45,1.0
2020Q3,2020,3,منطقة مكة المكرمة,Jeddah,Residential,7005.0,5282728206.15,2181.217709659034,,,Makkah,3751722,10141.0,3.45,1.0
2020Q3,2020,3,منطقة مكة المكرمة,Makkah,Commercial,6.0,20416000.0,,,,Makkah,2427924,10141.0,3.45,1.0
2020Q3,2020,3,منطقة مكة المكرمة,Makkah,Residential,182.0,199997907.99,2751.4065741068703,,,Makkah,2427924,10141.0,3.45,1.0
2020Q3,2020,3,منطقة نجران,Najran,Commercial,,,,229.0,400.3052886244541,Najran,421902,7969.0,3.45,1.0
2020Q3,2020,3,منطقة نجران,Najran,Residential,,,,3030.0,10254.362990140597,Najran,421902,7969.0,3.45,1.0
2020Q4,2020,4,منطقة الباحة,Al Bahah,Commercial,,,,114.0,429.8264019210527,Al Bahah,90515,11348.0,3.45,1.0
2020Q4,2020,4,منطقة الباحة,Al Bahah,Residential,,,,460.0,15205.731082443475,Al Bahah,90515,11348.0,3.45,1.0
2020Q4,2020,4,منطقة الجوف,Sakaka,Commercial,,,,397.0,386.5436627002519,Al Jouf,236669,10686.0,3.45,1.0
2020Q4,2020,4,منطقة الجوف,Sakaka,Residential,,,,1279.0,11762.318700631744,Al Jouf,236669,10686.0,3.45,1.0
2020Q4,2020,4,منطقة الحدود الشماليه,Arar,Commercial,,,,298.0,417.2744250939597,Northern Borders,202719,,3.45,1.0
2020Q4,2020,4,منطقة الحدود الشماليه,Arar,Residential,,,,732.0,14910.73570424317,Northern Borders,202719,,3.45,1.0
2020Q4,2020,4,منطقة الرياض,Riyadh,Commercial,,,,16827.0,546.7729579438997,Riyadh,7009120,14990.0,3.45,1.0
2020Q4,2020,4,منطقة الرياض,Riyadh,Residential,,,,79978.0,21056.39806491899,Riyadh,7009120,14990.0,3.45,1.0
2020Q4,2020,4,منطقة القصيم,Buraidah,Commercial,,,,974.0,365.6105965708419,Al Qassim,677647,10081.0,3.45,1.0
2020Q4,2020,4,منطقة القصيم,Buraidah,Residential,,,,3224.0,11685.434646726118,Al Qassim,677647,10081.0,3.45,1.0
2020Q4,2020,4,منطقة المدينة المنورة,Madinah,Commercial,,,,1886.0,796.3786257518557,Madinah,1477047,9723.0,3.45,1.0
2020Q4,2020,4,منطقة المدينة المنورة,Madinah,Residential,,,,7971.0,16154.94035974658,Madinah,1477047,9723.0,3.45,1.0
