quarter_key,year,quarter,region_ar,city,property_type,sales_transactions,market_value,avg_price_m2,rental_contracts,avg_rent,region,population,avg_income,inflation_rate,repo_rate
2022Q2,2022,2,المنطقة الشرقية,Dammam,Commercial,687.0,4166533685.58,2071.892843434084,5237.0,700.0681600798167,Eastern Province,1532326,11775.0,2.47,2.25
2022Q2,2022,2,المنطقة الشرقية,Dammam,Residential,3287.0,3903349016.68,2779.7490008585305,22743.0,17582.73059442356,Eastern Province,1532326,11775.0,2.47,2.25
2022Q2,2022,2,المنطقة الشرقية,Khobar,Commercial,292.0,1145599681.73,1936.437703,2702.0,585.3474648097705,Eastern Province,658550,11775.0,2.47,2.25
2022Q2,2022,2,المنطقة الشرقية,Khobar,Residential,1443.0,1861672216.07,2263.201908677061,12834.0,22866.220568124827,Eastern Province,658550,11775.0,2.47,2.25
2022Q2,2022,2,منطقة تبوك,Tabuk,Commercial,,,,1742.0,586.5382726050517,Tabuk,623665,11127.0,2.47,2.25
2022Q2,2022,2,منطقة تبوك,Tabuk,Residential,,,,5581.0,14424.694020486651,Tabuk,623665,11127.0,2.47,2.25
2022Q2,2022,2,منطقة جازان,Jazan,Commercial,,,,780.0,743.4982644807692,Jazan,200911,10763.0,2.47,2.25
2022Q2,2022,2,منطقة جازان,Jazan,Residential,,,,2862.0,18296.38882946261,Jazan,200911,10763.0,2.47,2.25
2022Q2,2022,2,منطقة حائل,Hail,Commercial,,,,1313.0,461.49160941888806,Hail,498575,9269.0,2.47,2.25
2022Q2,2022,2,منطقة حائل,Hail,Residential,,,,3322.0,13376.049918833534,Hail,498575,9269.0,2.47,2.25
2022Q2,2022,2,منطقة عسير,Abha,Commercial,,,,972.0,640.4359229238682,Aseer,422243,11264.0,2.47,2.25
2022Q2,2022,2,منطقة عسير,Abha,Residential,,,,2753.0,18082.70758849365,Aseer,422243,11264.0,2.47,2.25
2022Q2,2022,2,منطقة مكة المكرمة,Jeddah,Commercial,,,,14957.0,879.3221460213279,Makkah,3751722,10141.0,2.47,2.25
2022Q2,2022,2,منطقة مكة المكرمة,Jeddah,Residential,,,,73706.0,24601.139100895853,Makkah,3751722,10141.0,2.47,2.25
2022Q2,2022,2,منطقة مكة المكرمة,Makkah,Commercial,,,,3424.0,1249.1782685867408,Makkah,2427924,10141.0,2.47,2.25
2022Q2,2022,2,منطقة مكة المكرمة,Makkah,Residential,,,,13825.0,16111.62767711537,Makkah,2427924,10141.0,2.47,2.25
2022Q2,2022,2,منطقة الباحة,Al Bahah,Commercial,4.0,592000.0,,,,Al Bahah,90515,11348.0,2.47,2.25
2022Q2,2022,2,منطقة الباحة,Al Bahah,Residential,69.0,40671128.0,280.176565,,,Al Bahah,90515,11348.0,2.47,2.25
2022Q2,2022,2,منطقة الجوف,Sakaka,Commercial,154.0,45965197.36,127.71979635714284,,,Al Jouf,236669,10686.0,2.47,2.25
2022Q2,2022,2,منطقة الجوف,Sakaka,Residential,565.0,167527232.44,168.546098,,,Al Jouf,236669,10686.0,2.47,2.25
2022Q2,2022,2,منطقة الحدود الشماليه,Arar,Commercial,105.0,32956961.34,123.562205,,,Northern Borders,202719,,2.47,2.25
2022Q2,2022,2,منطقة الحدود الشماليه,Arar,Residential,646.0,123358221.72,66.641277,,,Northern Borders,202719,,2.47,2.25
2022Q2,2022,2,منطقة الرياض,Riyadh,Commercial,1589.0,13878655141.72,2579.00990729308,,,Riyadh,7009120,14990.0,2.47,2.25
2022Q2,2022,2,منطقة الرياض,Riyadh,Residential,15270.0,18933630313.73,3308.442737614599,,,Riyadh,7009120,14990.0,2.47,2.25
2022Q2,2022,2,منطقة القصيم,Buraidah,Commercial,693.0,574335566.11,316.5481524963925,,,Al Qassim,677647,10081.0,2.47,2.25
2022Q2,2022,2,منطقة القصيم,Buraidah,Residential,3453.0,1256680719.6,558.2367872246377,,,Al Qassim,677647,10081.0,2.47,2.25
2022Q2,2022,2,منطقة المدينة المنورة,Madinah,Commercial,396.0,629310611.87,1256.4999891749271,,,Madinah,1477047,9723.0,2.47,2.25
2022Q2,2022,2,منطقة المدينة المنورة,Madinah,Residential,2391.0,2181649111.84,1675.501176522267,,,Madinah,1477047,9723.0,2.47,2.25
2022Q2,2022,2,منطقة تبوك,Tabuk,Commercial,344.0,195183650.25,652.6636822360656,,,Tabuk,623665,11127.0,2.47,2.25
2022Q2,2022,2,منطقة تبوك,Tabuk,Residential,957.0,493165149.47,1600.9940841176472,,,Tabuk,623665,11127.0,2.47,2.25
2022Q2,2022,2,منطقة جازان,Jazan,Commercial,64.0,79035189.0,926.135702,,,Jazan,200911,10763.0,2.47,2.25
2022Q2,2022,2,منطقة جازان,Jazan,Residential,834.0,484032885.42,1856.0591522873133,,,Jazan,200911,10763.0,2.47,2.25
2022Q2,2022,2,منطقة حائل,Hail,Commercial,330.0,149508985.2,330.6198144,,,Hail,498575,9269.0,2.47,2.25
2022Q2,2022,2,منطقة حائل,Hail,Residential,1667.0,752574950.93,438.4733940455909,,,Hail,498575,9269.0,2.47,2.25
2022Q2,2022,2,منطقة عسير,Abha,Commercial,56.0,44188193.2,988.7768735357143,,,Aseer,422243,11264.0,2.47,2.25
2022Q2,2022,2,منطقة عسير,Abha,Residential,1151.0,888727369.69,1499.5264444995655,,,Aseer,422243,11264.0,2.47,2.25
2022Q2,2022,2,منطقة مكة المكرمة,Jeddah,Commercial,1062.0,4766019487.68,2146.578406338965,,,Makkah,3751722,10141.0,2.47,2.25
2022Q2,2022,2,منطقة مكة المكرمة,Jeddah,Residential,9474.0,10307237597.45,2960.8219132844524,,,Makkah,3751722,10141.0,2.47,2.25
2022Q2,2022,2,منطقة مكة المكرمة,Makkah,Commercial,300.0,1438810201.22,1317.9883411697415,,,Makkah,2427924,10141.0,2.47,2.25
2022Q2,2022,2,منطقة مكة المكرمة,Makkah,Residential,3071.0,3746967382.09,1962.571426217812,,,Makkah,2427924,10141.0,2.47,2.25
2022Q2,2022,2,منطقة نجران,Najran,Commercial,186.0,62828770.75,179.56835829032258,,,Najran,421902,7969.0,2.47,2.25
2022Q2,2022,2,منطقة نجران,Najran,Residential,672.0,209275981.7,330.8072688333333,,,Najran,421902,7969.0,2.47,2.25
2022Q2,2022,2,منطقة نجران,Najran,Commercial,,,,853.0,457.1621446705744,Najran,421902,7969.0,2.47,2.25
2022Q2,2022,2,منطقة نجران,Najran,Residential,,,,4273.0,11539.017731076994,Najran,421902,7969.0,2.47,2.25
2022Q3,2022,3,منطقة الباحة,Al Bahah,Commercial,,,,438.0,577.5860959680366,Al Bahah,90515,11348.0,2.47,3.75
2022Q3,2022,3,منطقة الباحة,Al Bahah,Residential,,,,1531.0,14261.034543592425,Al Bahah,90515,11348.0,2.47,3.75
2022Q3,2022,3,منطقة الجوف,Sakaka,Commercial,,,,684.0,415.44290923245615,Al Jouf,236669,10686.0,2.47,3.75
2022Q3,2022,3,منطقة الجوف,Sakaka,Residential,,,,4059.0,11054.917944661,Al Jouf,236669,10686.0,2.47,3.75
2022Q3,2022,3,منطقة الحدود الشماليه,Arar,Commercial,,,,437.0,468.226724382151,Northern Borders,202719,,2.47,3.75
2022Q3,2022,3,منطقة الحدود الشماليه,Arar,Residential,,,,2888.0,13186.555791563713,Northern Borders,202719,,2.47,3.75
2022Q3,2022,3,منطقة الرياض,Riyadh,Commercial,,,,32811.0,683.3768800576028,Riyadh,7009120,14990.0,2.47,3.75
2022Q3,2022,3,منطقة الرياض,Riyadh,Residential,,,,133516.0,22367.950664117565,Riyadh,7009120,14990.0,2.47,3.75
2022Q3,2022,3,منطقة القصيم,Buraidah,Commercial,,,,2311.0,463.3901433747296,Al Qassim,677647,10081.0,2.47,3.75
2022Q3,2022,3,منطقة القصيم,Buraidah,Residential,,,,10710.0,11341.816278487957,Al Qassim,677647,10081.0,2.47,3.75
2022Q3,2022,3,منطقة المدينة المنورة,Madinah,Commercial,,,,6013.0,1407.7630075394975,Madinah,1477047,9723.0,2.47,3.75
2022Q3,2022,3,منطقة المدينة المنورة,Madinah,Residential,,,,25700.0,14648.286373666928,Madinah,1477047,9723.0,2.47,3.75
2022Q3,2022,3,المنطقة الشرقية,Dammam,Commercial,475.0,1453953878.12,2281.040949963054,4959.0,682.0569149038113,Eastern Province,1532326,11775.0,2.47,3.75
2022Q3,2022,3,المنطقة الشرقية,Dammam,Residential,3056.0,3492693947.88,2905.220887052265,32161.0,17129.945975907656,Eastern Province,1532326,11775.0,2.47,3.75
2022Q3,2022,3,المنطقة الشرقية,Khobar,Commercial,275.0,1303841157.47,1576.564481,2952.0,610.9143137069783,Eastern Province,658550,11775.0,2.47,3.75
2022Q3,2022,3,المنطقة الشرقية,Khobar,Residential,1405.0,1927583176.32,2427.0544447935945,15128.0,21757.63003859836,Eastern Province,658550,11775.0,2.47,3.75
2022Q3,2022,3,منطقة تبوك,Tabuk,Commercial,,,,1830.0,562.3288079737705,Tabuk,623665,11127.0,2.47,3.75
2022Q3,2022,3,منطقة تبوك,Tabuk,Residential,,,,13088.0,12615.796588402503,Tabuk,623665,11127.0,2.47,3.75
2022Q3,2022,3,منطقة جازان,Jazan,Commercial,,,,811.0,768.915427324291,Jazan,200911,10763.0,2.47,3.75
2022Q3,2022,3,منطقة جازان,Jazan,Residential,,,,5937.0,16636.51702769884,Jazan,200911,10763.0,2.47,3.75
2022Q3,2022,3,منطقة حائل,Hail,Commercial,,,,1630.0,495.0765599650306,Hail,498575,9269.0,2.47,3.75
2022Q3,2022,3,منطقة حائل,Hail,Residential,,,,8898.0,11935.172792060235,Hail,498575,9269.0,2.47,3.75
2022Q3,2022,3,منطقة عسير,Abha,Commercial,,,,1154.0,721.3508314107452,Aseer,422243,11264.0,2.47,3.75
2022Q3,2022,3,منطقة عسير,Abha,Residential,,,,6639.0,16313.304770825423,Aseer,422243,11264.0,2.47,3.75
2022Q3,2022,3,منطقة مكة المكرمة,Jeddah,Commercial,,,,15659.0,915.0409784707836,Makkah,3751722,10141.0,2.47,3.75
2022Q3,2022,3,منطقة مكة المكرمة,Jeddah,Residential,,,,93054.0,24997.743819880285,Makkah,3751722,10141.0,2.47,3.75
2022Q3,2022,3,منطقة مكة المكرمة,Makkah,Commercial,,,,5786.0,1592.017981347563,Makkah,2427924,10141.0,2.47,3.75
2022Q3,2022,3,منطقة مكة المكرمة,Makkah,Residential,,,,28482.0,15608.147546235376,Makkah,2427924,10141.0,2.47,3.75
2022Q3,2022,3,منطقة الباحة,Al Bahah,Commercial,5.0,1985500.0,,,,Al Bahah,90515,11348.0,2.47,3.75
2022Q3,2022,3,منطقة الباحة,Al Bahah,Residential,83.0,49740183.32,291.65354,,,Al Bahah,90515,11348.0,2.47,3.75
2022Q3,2022,3,منطقة الجوف,Sakaka,Commercial,177.0,34832349.56,158.27835401694915,,,Al Jouf,236669,10686.0,2.47,3.75
2022Q3,2022,3,منطقة الجوف,Sakaka,Residential,533.0,142268449.13,195.8896765140713,,,Al Jouf,236669,10686.0,2.47,3.75
2022Q3,2022,3,منطقة الحدود الشماليه,Arar,Commercial,102.0,26342516.1,134.185175,,,Northern Borders,202719,,2.47,3.75
2022Q3,2022,3,منطقة الحدود الشماليه,Arar,Residential,852.0,134336607.31,51.896314,,,Northern Borders,202719,,2.47,3.75
2022Q3,2022,3,منطقة الرياض,Riyadh,Commercial,1431.0,10049402250.65,2337.1623168938545,,,Riyadh,7009120,14990.0,2.47,3.75
2022Q3,2022,3,منطقة الرياض,Riyadh,Residential,14793.0,17474687264.41,3364.353929849537,,,Riyadh,7009120,14990.0,2.47,3.75
2022Q3,2022,3,منطقة القصيم,Buraidah,Commercial,427.0,270500348.14,33.74509700234192,,,Al Qassim,677647,10081.0,2.47,3.75
2022Q3,2022,3,منطقة القصيم,Buraidah,Residential,2726.0,997458473.7,389.201340680734,,,Al Qassim,677647,10081.0,2.47,3.75
2022Q3,2022,3,منطقة المدينة المنورة,Madinah,Commercial,323.0,548973769.29,1107.8257171132077,,,Madinah,1477047,9723.0,2.47,3.75
2022Q3,2022,3,منطقة المدينة المنورة,Madinah,Residential,2044.0,2573508800.08,1795.2071114854211,,,Madinah,1477047,9723.0,2.47,3.75
2022Q3,2022,3,منطقة تبوك,Tabuk,Commercial,311.0,242880695.71,720.030682043307,,,Tabuk,623665,11127.0,2.47,3.75
2022Q3,2022,3,منطقة تبوك,Tabuk,Residential,942.0,536528961.69,1835.079209473105,,,Tabuk,623665,11127.0,2.47,3.75
2022Q3,2022,3,منطقة جازان,Jazan,Commercial,64.0,146122638.4,916.3057790930231,,,Jazan,200911,10763.0,2.47,3.75
2022Q3,2022,3,منطقة جازان,Jazan,Residential,785.0,496437517.31,2085.4529543800786,,,Jazan,200911,10763.0,2.47,3.75
2022Q3,2022,3,منطقة حائل,Hail,Commercial,341.0,308762413.4,455.1444882756598,,,Hail,498575,9269.0,2.47,3.75
2022Q3,2022,3,منطقة حائل,Hail,Residential,1607.0,720013812.38,637.0373924026136,,,Hail,498575,9269.0,2.47,3.75
2022Q3,2022,3,منطقة عسير,Abha,Commercial,103.0,172223389.67,903.490477893204,,,Aseer,422243,11264.0,2.47,3.75
2022Q3,2022,3,منطقة عسير,Abha,Residential,1173.0,1236207448.67,1495.490214251492,,,Aseer,422243,11264.0,2.47,3.75
2022Q3,2022,3,منطقة مكة المكرمة,Jeddah,Commercial,768.0,2619031735.02,2300.937657526073,,,Makkah,3751722,10141.0,2.47,3.75
2022Q3,2022,3,منطقة مكة المكرمة,Jeddah,Residential,9158.0,10418615740.49,3553.297594654807,,,Makkah,3751722,10141.0,2.47,3.75
2022Q3,2022,3,منطقة مكة المكرمة,Makkah,Commercial,209.0,421749617.77,1505.8089772941178,,,Makkah,2427924,10141.0,2.47,3.75
2022Q3,2022,3,منطقة مكة المكرمة,Makkah,Residential,3080.0,2624385452.75,2203.47114292812,,,Makkah,2427924,10141.0,2.47,3.75
2022Q3,2022,3,منطقة نجران,Najran,Commercial,150.0,57121839.0,161.19103993333331,,,Najran,421902,7969.0,2.47,3.75
2022Q3,2022,3,منطقة نجران,Najran,Residential,637.0,192994813.5,371.65177416640506,,,Najran,421902,7969.0,2.47,3.75
2022Q3,2022,3,منطقة نجران,Najran,Commercial,,,,1101.0,487.1127919082652,Najran,421902,7969.0,2.47,3.75
2022Q3,2022,3,منطقة نجران,Najran,Residential,,,,14137.0,10354.771446770106,Najran,421902,7969.0,2.47,3.75
2022Q4,2022,4,منطقة الباحة,Al Bahah,Commercial,,,,382.0,599.2593955209425,Al Bahah,90515,11348.0,2.47,5.0
2022Q4,2022,4,منطقة الباحة,Al Bahah,Residential,,,,1496.0,13129.90881346992,Al Bahah,90515,11348.0,2.47,5.0
2022Q4,2022,4,منطقة الجوف,Sakaka,Commercial,,,,772.0,407.6814163186528,Al Jouf,236669,10686.0,2.47,5.0
2022Q4,2022,4,منطقة الجوف,Sakaka,Residential,,,,3240.0,11245.110943433334,Al Jouf,236669,10686.0,2.47,5.0
2022Q4,2022,4,منطقة الحدود الشماليه,Arar,Commercial,,,,631.0,432.25577365768623,Northern Borders,202719,,2.47,5.0
2022Q4,2022,4,منطقة الحدود الشماليه,Arar,Residential,,,,2670.0,12541.061083932207,Northern Borders,202719,,2.47,5.0
2022Q4,2022,4,منطقة الرياض,Riyadh,Commercial,,,,41911.0,674.2554396259694,Riyadh,7009120,14990.0,2.47,5.0
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,,,,136450.0,23347.47773807427,Riyadh,7009120,14990.0,2.47,5.0
2022Q4,2022,4,منطقة القصيم,Buraidah,Commercial,,,,2951.0,408.90463674889867,Al Qassim,677647,10081.0,2.47,5.0
2022Q4,2022,4,منطقة القصيم,Buraidah,Residential,,,,9381.0,11250.246838504105,Al Qassim,677647,10081.0,2.47,5.0
2022Q4,2022,4,منطقة المدينة المنورة,Madinah,Commercial,,,,7680.0,1087.5665036204423,Madinah,1477047,9723.0,2.47,5.0
2022Q4,2022,4,منطقة المدينة المنورة,Madinah,Residential,,,,23434.0,14604.734847303063,Madinah,1477047,9723.0,2.47,5.0
2022Q4,2022,4,المنطقة الشرقية,Dammam,Commercial,465.0,4637638414.05,2013.73810779798,6168.0,669.8717118613814,Eastern Province,1532326,11775.0,2.47,5.0
2022Q4,2022,4,المنطقة الشرقية,Dammam,Residential,2588.0,2897660481.2,2812.882633499589,31131.0,17523.867998256337,Eastern Province,1532326,11775.0,2.47,5.0
2022Q4,2022,4,المنطقة الشرقية,Khobar,Commercial,206.0,856262711.67,1976.28765,3432.0,610.9587584160839,Eastern Province,658550,11775.0,2.47,5.0
2022Q4,2022,4,المنطقة الشرقية,Khobar,Residential,1052.0,1302249280.03,2505.692883353612,17085.0,21459.20071643272,Eastern Province,658550,11775.0,2.47,5.0
2022Q4,2022,4,منطقة تبوك,Tabuk,Commercial,,,,2090.0,545.7626713755981,Tabuk,623665,11127.0,2.47,5.0
2022Q4,2022,4,منطقة تبوك,Tabuk,Residential,,,,12287.0,12275.276052351996,Tabuk,623665,11127.0,2.47,5.0
2022Q4,2022,4,منطقة جازان,Jazan,Commercial,,,,942.0,782.3002336019108,Jazan,200911,10763.0,2.47,5.0
2022Q4,2022,4,منطقة جازان,Jazan,Residential,,,,6130.0,15823.412694046492,Jazan,200911,10763.0,2.47,5.0
2022Q4,2022,4,منطقة حائل,Hail,Commercial,,,,1625.0,479.001906272,Hail,498575,9269.0,2.47,5.0
2022Q4,2022,4,منطقة حائل,Hail,Residential,,,,7848.0,11419.370852336771,Hail,498575,9269.0,2.47,5.0
2022Q4,2022,4,منطقة عسير,Abha,Commercial,,,,1527.0,707.0556919345121,Aseer,422243,11264.0,2.47,5.0
2022Q4,2022,4,منطقة عسير,Abha,Residential,,,,7147.0,15361.231377161606,Aseer,422243,11264.0,2.47,5.0
2022Q4,2022,4,منطقة مكة المكرمة,Jeddah,Commercial,,,,17894.0,863.3790774336649,Makkah,3751722,10141.0,2.47,5.0
2022Q4,2022,4,منطقة مكة المكرمة,Jeddah,Residential,,,,89432.0,24250.64097716142,Makkah,3751722,10141.0,2.47,5.0
2022Q4,2022,4,منطقة مكة المكرمة,Makkah,Commercial,,,,6276.0,1345.3561450560865,Makkah,2427924,10141.0,2.47,5.0
2022Q4,2022,4,منطقة مكة المكرمة,Makkah,Residential,,,,27427.0,15403.839574718928,Makkah,2427924,10141.0,2.47,5.0
2022Q4,2022,4,منطقة الباحة,Al Bahah,Commercial,10.0,4972085.6,105.42213499999998,,,Al Bahah,90515,11348.0,2.47,5.0
2022Q4,2022,4,منطقة الباحة,Al Bahah,Residential,92.0,31317301.0,354.880167,,,Al Bahah,90515,11348.0,2.47,5.0
2022Q4,2022,4,منطقة الجوف,Sakaka,Commercial,116.0,24845572.61,140.02361655172416,,,Al Jouf,236669,10686.0,2.47,5.0
2022Q4,2022,4,منطقة الجوف,Sakaka,Residential,450.0,133200338.09,228.67317642410717,,,Al Jouf,236669,10686.0,2.47,5.0
2022Q4,2022,4,منطقة الحدود الشماليه,Arar,Commercial,80.0,28309521.630000003,130.541631,,,Northern Borders,202719,,2.47,5.0
2022Q4,2022,4,منطقة الحدود الشماليه,Arar,Residential,477.0,84717828.9,82.7239923487395,,,Northern Borders,202719,,2.47,5.0
2022Q4,2022,4,منطقة الرياض,Riyadh,Commercial,1248.0,11359654232.49,2931.4669524134706,,,Riyadh,7009120,14990.0,2.47,5.0
2022Q4,2022,4,منطقة الرياض,Riyadh,Residential,11706.0,15007449940.95,3778.384096147736,,,Riyadh,7009120,14990.0,2.47,5.0
2022Q4,2022,4,منطقة القصيم,Buraidah,Commercial,437.0,611590429.26,32.80224255377574,,,Al Qassim,677647,10081.0,2.47,5.0
2022Q4,2022,4,منطقة القصيم,Buraidah,Residential,2350.0,968964531.7,491.9993044493617,,,Al Qassim,677647,10081.0,2.47,5.0
2022Q4,2022,4,منطقة المدينة المنورة,Madinah,Commercial,296.0,903721086.26,1385.1653500230416,,,Madinah,1477047,9723.0,2.47,5.0
2022Q4,2022,4,منطقة المدينة المنورة,Madinah,Residential,1873.0,1476214289.63,1664.227009759349,,,Madinah,1477047,9723.0,2.47,5.0
2022Q4,2022,4,منطقة تبوك,Tabuk,Commercial,310.0,253569492.09,634.6339341466165,,,Tabuk,623665,11127.0,2.47,5.0
2022Q4,2022,4,منطقة تبوك,Tabuk,Residential,916.0,528185438.08,1766.2918152958655,,,Tabuk,623665,11127.0,2.47,5.0
2022Q4,2022,4,منطقة جازان,Jazan,Commercial,59.0,55933813.55,597.3568420869565,,,Jazan,200911,10763.0,2.47,5.0
2022Q4,2022,4,منطقة جازان,Jazan,Residential,713.0,392817190.81,2071.7066239288893,,,Jazan,200911,10763.0,2.47,5.0
2022Q4,2022,4,منطقة حائل,Hail,Commercial,268.0,145419273.66,400.2136824477612,,,Hail,498575,9269.0,2.47,5.0
2022Q4,2022,4,منطقة حائل,Hail,Residential,1094.0,492152381.06,578.7891611133455,,,Hail,498575,9269.0,2.47,5.0
2022Q4,2022,4,منطقة عسير,Abha,Commercial,57.0,82886429.5,725.7074435263157,,,Aseer,422243,11264.0,2.47,5.0
2022Q4,2022,4,منطقة عسير,Abha,Residential,842.0,619513306.25,1655.5334052719716,,,Aseer,422243,11264.0,2.47,5.0
2022Q4,2022,4,منطقة مكة المكرمة,Jeddah,Commercial,664.0,3989810544.88,2534.581427371057,,,Makkah,3751722,10141.0,2.47,5.0
2022Q4,2022,4,منطقة مكة المكرمة,Jeddah,Residential,7282.0,8557426881.09,3563.353612529154,,,Makkah,3751722,10141.0,2.47,5.0
2022Q4,2022,4,منطقة مكة المكرمة,Makkah,Commercial,210.0,3064206495.43,1524.5413342150537,,,Makkah,2427924,10141.0,2.47,5.0
2022Q4,2022,4,منطقة مكة المكرمة,Makkah,Residential,2751.0,2251272114.4500003,2232.185287172969,,,Makkah,2427924,10141.0,2.47,5.0
2022Q4,2022,4,منطقة نجران,Najran,Commercial,156.0,102749599.0,198.8390583076923,,,Najran,421902,7969.0,2.47,5.0
2022Q4,2022,4,منطقة نجران,Najran,Residential,568.0,208932397.74,410.1411294726632,,,Najran,421902,7969.0,2.47,5.0
2022Q4,2022,4,منطقة نجران,Najran,Commercial,,,,1373.0,513.7485064675892,Najran,421902,7969.0,2.47,5.0
2022Q4,2022,4,منطقة نجران,Najran,Residential,,,,10070.0,10661.810158629494,Najran,421902,7969.0,2.47,5.0
2023Q1,2023,1,منطقة الباحة,Al Bahah,Commercial,,,,306.0,586.0751572156863,Al Bahah,90515,11348.0,2.33,5.5
2023Q1,2023,1,منطقة الباحة,Al Bahah,Residential,,,,1620.0,13268.596541781482,Al Bahah,90515,11348.0,2.33,5.5
2023Q1,2023,1,منطقة الجوف,Sakaka,Commercial,,,,847.0,421.8558650991736,Al Jouf,236669,10686.0,2.33,5.5
2023Q1,2023,1,منطقة الجوف,Sakaka,Residential,,,,3268.0,11397.265191794062,Al Jouf,236669,10686.0,2.33,5.5
2023Q1,2023,1,منطقة الحدود الشماليه,Arar,Commercial,,,,578.0,442.0446008685121,Northern Borders,202719,,2.33,5.5
2023Q1,2023,1,منطقة الحدود الشماليه,Arar,Residential,,,,3050.0,12825.942509068856,Northern Borders,202719,,2.33,5.5
2023Q1,2023,1,منطقة الرياض,Riyadh,Commercial,,,,43644.0,704.1935185342087,Riyadh,7009120,14990.0,2.33,5.5
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,,,,147663.0,24552.810585276333,Riyadh,7009120,14990.0,2.33,5.5
2023Q1,2023,1,منطقة القصيم,Buraidah,Commercial,,,,2857.0,414.9829959446973,Al Qassim,677647,10081.0,2.33,5.5
2023Q1,2023,1,منطقة القصيم,Buraidah,Residential,,,,10019.0,11243.535600940417,Al Qassim,677647,10081.0,2.33,5.5
2023Q1,2023,1,منطقة المدينة المنورة,Madinah,Commercial,,,,7149.0,1359.9287478524268,Madinah,1477047,9723.0,2.33,5.5
2023Q1,2023,1,منطقة المدينة المنورة,Madinah,Residential,,,,24267.0,14994.844284591009,Madinah,1477047,9723.0,2.33,5.5
2023Q1,2023,1,المنطقة الشرقية,Dammam,Commercial,400.0,2685312725.67,2143.592095323263,7473.0,704.3526429858156,Eastern Province,1532326,11775.0,2.33,5.5
2023Q1,2023,1,المنطقة الشرقية,Dammam,Residential,2378.0,2592814758.83,2881.9568000414574,32069.0,17563.89892030905,Eastern Province,1532326,11775.0,2.33,5.5
2023Q1,2023,1,المنطقة الشرقية,Khobar,Commercial,197.0,700961151.74,1863.731004,3758.0,616.9117778033528,Eastern Province,658550,11775.0,2.33,5.5
2023Q1,2023,1,المنطقة الشرقية,Khobar,Residential,1157.0,1376473054.29,2838.723394947277,17240.0,21566.82289888149,Eastern Province,658550,11775.0,2.33,5.5
2023Q1,2023,1,منطقة تبوك,Tabuk,Commercial,,,,2197.0,565.2424867569413,Tabuk,623665,11127.0,2.33,5.5
2023Q1,2023,1,منطقة تبوك,Tabuk,Residential,,,,12573.0,12481.622857876082,Tabuk,623665,11127.0,2.33,5.5
2023Q1,2023,1,منطقة جازان,Jazan,Commercial,,,,995.0,759.7467689768844,Jazan,200911,10763.0,2.33,5.5
2023Q1,2023,1,منطقة جازان,Jazan,Residential,,,,6659.0,15375.901666597689,Jazan,200911,10763.0,2.33,5.5
2023Q1,2023,1,منطقة حائل,Hail,Commercial,,,,1743.0,476.3406153166954,Hail,498575,9269.0,2.33,5.5
2023Q1,2023,1,منطقة حائل,Hail,Residential,,,,7871.0,11742.944246996443,Hail,498575,9269.0,2.33,5.5
2023Q1,2023,1,منطقة عسير,Abha,Commercial,,,,1377.0,707.855014533769,Aseer,422243,11264.0,2.33,5.5
2023Q1,2023,1,منطقة عسير,Abha,Residential,,,,7531.0,15160.799947044614,Aseer,422243,11264.0,2.33,5.5
2023Q1,2023,1,منطقة مكة المكرمة,Jeddah,Commercial,,,,21487.0,893.912717274352,Makkah,3751722,10141.0,2.33,5.5
2023Q1,2023,1,منطقة مكة المكرمة,Jeddah,Residential,,,,96065.0,24356.68321349086,Makkah,3751722,10141.0,2.33,5.5
2023Q1,2023,1,منطقة مكة المكرمة,Makkah,Commercial,,,,6225.0,1693.4207494290763,Makkah,2427924,10141.0,2.33,5.5
2023Q1,2023,1,منطقة مكة المكرمة,Makkah,Residential,,,,31281.0,15576.597401156294,Makkah,2427924,10141.0,2.33,5.5
2023Q1,2023,1,منطقة الباحة,Al Bahah,Commercial,17.0,26147474.5,658.524917,,,Al Bahah,90515,11348.0,2.33,5.5
2023Q1,2023,1,منطقة الباحة,Al Bahah,Residential,49.0,19499172.95,462.1014559999999,,,Al Bahah,90515,11348.0,2.33,5.5
2023Q1,2023,1,منطقة الجوف,Sakaka,Commercial,90.0,20789969.0,137.09744619999998,,,Al Jouf,236669,10686.0,2.33,5.5
2023Q1,2023,1,منطقة الجوف,Sakaka,Residential,392.0,116133137.61,297.7615963505155,,,Al Jouf,236669,10686.0,2.33,5.5
2023Q1,2023,1,منطقة الحدود الشماليه,Arar,Commercial,89.0,22139993.15,216.13087,,,Northern Borders,202719,,2.33,5.5
2023Q1,2023,1,منطقة الحدود الشماليه,Arar,Residential,585.0,100198814.04,155.76838545862068,,,Northern Borders,202719,,2.33,5.5
2023Q1,2023,1,منطقة الرياض,Riyadh,Commercial,1169.0,9393917468.46,2826.897010886203,,,Riyadh,7009120,14990.0,2.33,5.5
2023Q1,2023,1,منطقة الرياض,Riyadh,Residential,13458.0,16446264763.97,4107.189096790327,,,Riyadh,7009120,14990.0,2.33,5.5
2023Q1,2023,1,منطقة القصيم,Buraidah,Commercial,403.0,293460100.46000004,16.194199151364767,,,Al Qassim,677647,10081.0,2.33,5.5
2023Q1,2023,1,منطقة القصيم,Buraidah,Residential,2105.0,770166043.29,491.9290953795724,,,Al Qassim,677647,10081.0,2.33,5.5
