city,quarter_key,property_type,sales_transactions,market_value,avg_price_m2,rental_contracts,avg_rent,year,quarter,region_ar,region_en,population
Madinah,2021Q2,Residential,477.0,498241268.42,1778.276045895122,3268.0,15939.295157111383,2021,2,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2021Q3,Commercial,69.0,143661794.54,1205.5424999791667,2492.0,612.7588496741573,2021,3,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2021Q3,Residential,424.0,335190285.39,1997.0212615776566,9002.0,16563.096398181515,2021,3,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2021Q4,Commercial,96.0,125494855.88,1119.054157483871,2919.0,870.7166217684139,2021,4,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2021Q4,Residential,497.0,365186631.49,1780.0792920295453,9564.0,16051.029253867628,2021,4,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2022Q1,Commercial,121.0,160528150.15,1330.3101662941176,4689.0,1020.3212658351462,2022,1,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2022Q1,Residential,447.0,342242876.41,1755.7325597718834,11049.0,15802.100943927053,2022,1,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2022Q2,Commercial,396.0,629310611.87,1256.4999891749271,4483.0,1646.4306297062235,2022,2,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2022Q2,Residential,2391.0,2181649111.84,1675.501176522267,10196.0,15497.80572170557,2022,2,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2022Q3,Commercial,323.0,548973769.29,1107.8257171132075,6013.0,1407.7630075394977,2022,3,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2022Q3,Residential,2044.0,2573508800.08,1795.2071114854211,25700.0,14648.286373666928,2022,3,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2022Q4,Commercial,296.0,903721086.26,1385.1653500230416,7680.0,1087.5665036204425,2022,4,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2022Q4,Residential,1873.0,1476214289.63,1664.2270097593487,23434.0,14604.734847303065,2022,4,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2023Q1,Commercial,311.0,933353831.91,1084.4162375966387,7149.0,1359.9287478524268,2023,1,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2023Q1,Residential,1939.0,1601664517.33,1788.373885842524,24267.0,14994.844284591009,2023,1,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2023Q2,Commercial,282.0,1476894794.05,1071.6759133285714,6172.0,1303.9055582188917,2023,2,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2023Q2,Residential,1523.0,1429382125.41,2030.3647390394933,24236.0,14791.086328979618,2023,2,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2023Q3,Commercial,191.0,893102116.8299999,1008.224233460177,9708.0,1534.347960626906,2023,3,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2023Q3,Residential,1188.0,905802505.96,1648.1689313630332,36301.0,14979.629420653975,2023,3,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2023Q4,Commercial,,,,7962.0,1188.2456586500878,2023,4,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2023Q4,Residential,,,,32811.0,15265.5804958008,2023,4,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2024Q1,Commercial,,,,8582.0,1158.6764131498485,2024,1,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2024Q1,Residential,,,,31002.0,16482.96947037449,2024,1,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2024Q2,Commercial,,,,7508.0,1781.5117264898777,2024,2,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2024Q2,Residential,,,,25828.0,16691.99888563226,2024,2,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2024Q3,Commercial,,,,9816.0,1653.5541537049714,2024,3,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2024Q3,Residential,,,,36290.0,16742.98182894682,2024,3,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2024Q4,Commercial,,,,8913.0,1066.9998844747001,2024,4,منطقة المدينة المنورة,Madinah Region,1477047
Madinah,2024Q4,Residential,,,,32781.0,17092.224616254538,2024,4,منطقة المدينة المنورة,Madinah Region,1477047
Makkah,2018Q1,Commercial,11.0,36399287.39,,,,2018,1,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2018Q1,Residential,253.0,940848946.7,5183.819896516432,,,2018,1,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2018Q2,Commercial,12.0,69184236.0,,,,2018,2,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2018Q2,Residential,185.0,1832905371.3300002,41476.776450028374,,,2018,2,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2018Q3,Commercial,6.0,38379829.0,,,,2018,3,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2018Q3,Residential,162.0,523485983.96,19941.01795839091,,,2018,3,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2018Q4,Commercial,17.0,179142069.0,,,,2018,4,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2018Q4,Residential,211.0,281000745.99,5926.635823449437,,,2018,4,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2019Q1,Commercial,20.0,94879611.8,3829.921259,61.0,494.7483577540984,2019,1,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2019Q1,Residential,178.0,1047057855.66,4124.915599388489,3689.0,18411.59227057739,2019,1,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2019Q2,Commercial,2.0,5400000.0,,285.0,565.7300553403508,2019,2,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2019Q2,Residential,183.0,215367570.89,3047.5902605887095,3519.0,18158.429828167093,2019,2,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2019Q3,Commercial,14.0,89140000.0,,893.0,794.2969511791714,2019,3,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2019Q3,Residential,245.0,455206937.34,4101.367516317308,5978.0,18426.336431508866,2019,3,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2019Q4,Commercial,17.0,93900530.0,,1463.0,986.6749170252906,2019,4,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2019Q4,Residential,221.0,389253626.63,3626.226982228915,5968.0,18023.733761945376,2019,4,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2020Q1,Commercial,8.0,25817211.0,,892.0,1103.6221885795965,2020,1,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2020Q1,Residential,241.0,496651227.96,5680.577881263736,5223.0,17669.93294282213,2020,1,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2020Q2,Commercial,12.0,23920688.0,,266.0,597.8341799285714,2020,2,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2020Q2,Residential,223.0,561108175.9,8804.33225242132,3760.0,16473.79368143883,2020,2,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2020Q3,Commercial,6.0,20416000.0,,1867.0,607.7113660835565,2020,3,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2020Q3,Residential,182.0,199997907.99,2751.4065741068703,11428.0,16167.622094558805,2020,3,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2020Q4,Commercial,9.0,68681780.0,,2521.0,769.410891698929,2020,4,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2020Q4,Residential,241.0,408097395.56,2825.4882949247312,9807.0,16792.910524084833,2020,4,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2021Q1,Commercial,24.0,42367011.0,1285.918538,1795.0,1429.7974777064067,2021,1,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2021Q1,Residential,434.0,566705905.99,6103.997843592689,8848.0,16285.090956040913,2021,1,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2021Q2,Commercial,11.0,15553587.0,,785.0,1935.4004182777073,2021,2,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2021Q2,Residential,497.0,394041327.29,6590.039755832968,3676.0,16219.109257615886,2021,2,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2021Q3,Commercial,22.0,47218333.33,2434.405067,2610.0,918.4188557655173,2021,3,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2021Q3,Residential,383.0,280430736.09000003,5884.77840679154,9825.0,16779.504293689566,2021,3,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2021Q4,Commercial,24.0,41718244.0,1491.995933,2743.0,1192.9968785814801,2021,4,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2021Q4,Residential,338.0,329392613.67,3261.840040562069,11046.0,16409.85883213109,2021,4,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2022Q1,Commercial,32.0,64869385.99,3545.958958333333,3646.0,1601.27050808859,2022,1,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2022Q1,Residential,223.0,191415928.35,3745.3146708594595,13728.0,15856.712451437937,2022,1,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2022Q2,Commercial,300.0,1438810201.22,1317.9883411697417,3424.0,1249.1782685867408,2022,2,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2022Q2,Residential,3071.0,3746967382.0899997,1962.5714262178117,13825.0,16111.62767711537,2022,2,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2022Q3,Commercial,209.0,421749617.77,1505.8089772941178,5786.0,1592.017981347563,2022,3,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2022Q3,Residential,3080.0,2624385452.75,2203.4711429281197,28482.0,15608.147546235376,2022,3,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2022Q4,Commercial,210.0,3064206495.43,1524.5413342150537,6276.0,1345.3561450560865,2022,4,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2022Q4,Residential,2751.0,2251272114.4500003,2232.185287172969,27427.0,15403.839574718928,2022,4,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2023Q1,Commercial,206.0,1451257299.35,2187.342344865922,6225.0,1693.4207494290763,2023,1,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2023Q1,Residential,2471.0,2282667264.56,2283.224130095019,31281.0,15576.597401156294,2023,1,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2023Q2,Commercial,188.0,464235852.79,2014.346778822785,5274.0,1284.8290889620782,2023,2,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2023Q2,Residential,2014.0,3789998532.0299997,2398.573176131345,27488.0,15125.47814522908,2023,2,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2023Q3,Commercial,122.0,588545225.86,1745.7629617979799,7960.0,2087.093926123241,2023,3,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2023Q3,Residential,1473.0,1787611884.03,2364.6675807906977,37681.0,15666.747895867147,2023,3,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2023Q4,Commercial,,,,7597.0,1403.9965362884034,2023,4,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2023Q4,Residential,,,,36328.0,15597.450594009577,2023,4,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2024Q1,Commercial,,,,8285.0,1302.303749866868,2024,1,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2024Q1,Residential,,,,37218.0,16461.649622643345,2024,1,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2024Q2,Commercial,,,,5558.0,1128.722196690536,2024,2,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2024Q2,Residential,,,,31942.0,16762.70379329754,2024,2,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2024Q3,Commercial,,,,9237.0,2171.9726700242504,2024,3,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2024Q3,Residential,,,,42742.0,16508.52667042815,2024,3,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2024Q4,Commercial,,,,8394.0,1211.1046780822014,2024,4,منطقة مكة المكرمة,Makkah Region,2427924
Makkah,2024Q4,Residential,,,,37561.0,16835.984185082933,2024,4,منطقة مكة المكرمة,Makkah Region,2427924
Najran,2019Q1,Commercial,,,,2.0,1196.969695,2019,1,منطقة نجران,Najran Region,421902
Najran,2019Q1,Residential,,,,282.0,14933.749943280143,2019,1,منطقة نجران,Najran Region,421902
Najran,2019Q2,Commercial,,,,1.0,369.23077,2019,2,منطقة نجران,Najran Region,421902
Najran,2019Q2,Residential,,,,256.0,17410.601917511718,2019,2,منطقة نجران,Najran Region,421902
Najran,2019Q3,Commercial,,,,2.0,437.5,2019,3,منطقة نجران,Najran Region,421902
Najran,2019Q3,Residential,,,,543.0,16519.035564073663,2019,3,منطقة نجران,Najran Region,421902
Najran,2019Q4,Commercial,,,,18.0,392.95972366666666,2019,4,منطقة نجران,Najran Region,421902
Najran,2019Q4,Residential,2.0,190000.0,,515.0,15137.824077648545,2019,4,منطقة نجران,Najran Region,421902
Najran,2020Q1,Commercial,,,,41.0,382.805403,2020,1,منطقة نجران,Najran Region,421902
Najran,2020Q1,Residential,1.0,650000.0,,674.0,12725.312679556378,2020,1,منطقة نجران,Najran Region,421902
Najran,2020Q2,Commercial,,,,14.0,244.43698192857144,2020,2,منطقة نجران,Najran Region,421902
Najran,2020Q2,Residential,,,,1580.0,9810.855878982278,2020,2,منطقة نجران,Najran Region,421902
Najran,2020Q3,Commercial,,,,229.0,400.30528862445414,2020,3,منطقة نجران,Najran Region,421902
Najran,2020Q3,Residential,,,,3030.0,10254.362990140595,2020,3,منطقة نجران,Najran Region,421902
Najran,2020Q4,Commercial,,,,385.0,429.2683845298701,2020,4,منطقة نجران,Najran Region,421902
Najran,2020Q4,Residential,2.0,1120000.0,,1257.0,15124.427186859986,2020,4,منطقة نجران,Najran Region,421902
Najran,2021Q1,Commercial,,,,437.0,487.9891523249428,2021,1,منطقة نجران,Najran Region,421902
Najran,2021Q1,Residential,,,,1333.0,15077.388836462114,2021,1,منطقة نجران,Najran Region,421902
Najran,2021Q2,Commercial,,,,193.0,554.3369610259067,2021,2,منطقة نجران,Najran Region,421902
Najran,2021Q2,Residential,,,,778.0,13242.016856565551,2021,2,منطقة نجران,Najran Region,421902
Najran,2021Q3,Commercial,,,,396.0,493.85340194444444,2021,3,منطقة نجران,Najran Region,421902
Najran,2021Q3,Residential,3.0,1511716.0,,1608.0,13818.774896256218,2021,3,منطقة نجران,Najran Region,421902
Najran,2021Q4,Commercial,,,,664.0,491.7820593795181,2021,4,منطقة نجران,Najran Region,421902
Najran,2021Q4,Residential,4.0,1967824.0,,2206.0,12580.85578619855,2021,4,منطقة نجران,Najran Region,421902
Najran,2022Q1,Commercial,,,,1013.0,517.8573193899309,2022,1,منطقة نجران,Najran Region,421902
Najran,2022Q1,Residential,,,,3177.0,12695.891898577274,2022,1,منطقة نجران,Najran Region,421902
Najran,2022Q2,Commercial,186.0,62828770.75,179.56835829032258,853.0,457.16214467057443,2022,2,منطقة نجران,Najran Region,421902
Najran,2022Q2,Residential,672.0,209275981.7,330.80726883333335,4273.0,11539.017731076994,2022,2,منطقة نجران,Najran Region,421902
Najran,2022Q3,Commercial,150.0,57121839.0,161.19103993333331,1101.0,487.1127919082652,2022,3,منطقة نجران,Najran Region,421902
Najran,2022Q3,Residential,637.0,192994813.5,371.65177416640506,14137.0,10354.771446770106,2022,3,منطقة نجران,Najran Region,421902
Najran,2022Q4,Commercial,156.0,102749599.0,198.8390583076923,1373.0,513.7485064675892,2022,4,منطقة نجران,Najran Region,421902
Najran,2022Q4,Residential,568.0,208932397.73999998,410.1411294726632,10070.0,10661.810158629494,2022,4,منطقة نجران,Najran Region,421902
Najran,2023Q1,Commercial,145.0,47881203.36,184.80885985517241,1503.0,471.86061173253495,2023,1,منطقة نجران,Najran Region,421902
Najran,2023Q1,Residential,614.0,227349098.3,603.7714098061889,9694.0,10642.001100321642,2023,1,منطقة نجران,Najran Region,421902
Najran,2023Q2,Commercial,124.0,75152796.03999999,223.8312165080645,944.0,482.24029796398304,2023,2,منطقة نجران,Najran Region,421902
Najran,2023Q2,Residential,485.0,173205068.04,498.7541005773196,9978.0,10583.865966584586,2023,2,منطقة نجران,Najran Region,421902
Najran,2023Q3,Commercial,106.0,42214504.97,156.99811118867925,1360.0,477.1233841014706,2023,3,منطقة نجران,Najran Region,421902
Najran,2023Q3,Residential,346.0,87746331.19,390.40488450000004,14537.0,10727.387849474857,2023,3,منطقة نجران,Najran Region,421902
Najran,2023Q4,Commercial,,,,1406.0,472.1627969068279,2023,4,منطقة نجران,Najran Region,421902
Najran,2023Q4,Residential,,,,14727.0,13071.304699198343,2023,4,منطقة نجران,Najran Region,421902
Najran,2024Q1,Commercial,,,,1588.0,459.2395496265743,2024,1,منطقة نجران,Najran Region,421902
Najran,2024Q1,Residential,,,,9528.0,15566.697864006088,2024,1,منطقة نجران,Najran Region,421902
Najran,2024Q2,Commercial,,,,1077.0,440.4152379507892,2024,2,منطقة نجران,Najran Region,421902
Najran,2024Q2,Residential,,,,9478.0,15887.724185628616,2024,2,منطقة نجران,Najran Region,421902
Najran,2024Q3,Commercial,,,,1433.0,465.41691431263087,2024,3,منطقة نجران,Najran Region,421902
Najran,2024Q3,Residential,,,,13216.0,16126.875625682354,2024,3,منطقة نجران,Najran Region,421902
Najran,2024Q4,Commercial,,,,1496.0,450.6128896978609,2024,4,منطقة نجران,Najran Region,421902
Najran,2024Q4,Residential,,,,10398.0,16383.9430496282,2024,4,منطقة نجران,Najran Region,421902
Riyadh,2018Q1,Commercial,637.0,6590402156.58,1832.6576208770832,,,2018,1,منطقة الرياض,Riyadh Region,7009120
Riyadh,2018Q1,Residential,8929.0,8632682303.76,1901.8240541099208,,,2018,1,منطقة الرياض,Riyadh Region,7009120
Riyadh,2018Q2,Commercial,508.0,3421732390.3,1786.9015143224044,,,2018,2,منطقة الرياض,Riyadh Region,7009120
Riyadh,2018Q2,Residential,8115.0,9209966091.16,1770.9658919086257,,,2018,2,منطقة الرياض,Riyadh Region,7009120
Riyadh,2018Q3,Commercial,531.0,4402588395.67,1293.7457496691,,,2018,3,منطقة الرياض,Riyadh Region,7009120
Riyadh,2018Q3,Residential,7458.0,5810925593.02,1609.5499289133484,,,2018,3,منطقة الرياض,Riyadh Region,7009120
Riyadh,2018Q4,Commercial,894.0,6933692439.43,1459.4818520898282,,,2018,4,منطقة الرياض,Riyadh Region,7009120
Riyadh,2018Q4,Residential,14501.0,10833859739.25,1456.5893472069404,,,2018,4,منطقة الرياض,Riyadh Region,7009120
Riyadh,2019Q1,Commercial,1080.0,5779997380.82,1773.1839922786178,326.0,497.9820805245398,2019,1,منطقة الرياض,Riyadh Region,7009120
Riyadh,2019Q1,Residential,18291.0,14982932254.36,1395.9921305016112,26437.0,22376.259223539964,2019,1,منطقة الرياض,Riyadh Region,7009120
Riyadh,2019Q2,Commercial,737.0,3676702386.56,1657.0503979350428,921.0,511.161845558089,2019,2,منطقة الرياض,Riyadh Region,7009120
Riyadh,2019Q2,Residential,11234.0,10338173456.78,1800.8224580172257,29134.0,22160.256915458776,2019,2,منطقة الرياض,Riyadh Region,7009120
Riyadh,2019Q3,Commercial,993.0,9628147400.65,1411.3281535646915,2317.0,469.4619314669831,2019,3,منطقة الرياض,Riyadh Region,7009120
Riyadh,2019Q3,Residential,14232.0,14188832994.18,1465.3245648179145,38677.0,22272.44642761352,2019,3,منطقة الرياض,Riyadh Region,7009120
Riyadh,2019Q4,Commercial,1048.0,7614567559.76,1756.1492539567198,3966.0,474.98412747881997,2019,4,منطقة الرياض,Riyadh Region,7009120
Riyadh,2019Q4,Residential,15997.0,21260320541.8,2019.1624480545502,42164.0,21606.270659564798,2019,4,منطقة الرياض,Riyadh Region,7009120
Riyadh,2020Q1,Commercial,1017.0,4610278002.29,1644.891385390216,3969.0,476.9497675953641,2020,1,منطقة الرياض,Riyadh Region,7009120
Riyadh,2020Q1,Residential,15893.0,13843568954.1,1906.710898868696,41509.0,21706.885130610928,2020,1,منطقة الرياض,Riyadh Region,7009120
Riyadh,2020Q2,Commercial,819.0,6535982386.65,2195.447155030612,3266.0,497.0760995511328,2020,2,منطقة الرياض,Riyadh Region,7009120
Riyadh,2020Q2,Residential,10795.0,14293185112.55,2917.4462333600873,38280.0,21516.597783545978,2020,2,منطقة الرياض,Riyadh Region,7009120
Riyadh,2020Q3,Commercial,736.0,3553791542.54,1292.9681825704465,11222.0,515.9824932991446,2020,3,منطقة الرياض,Riyadh Region,7009120
Riyadh,2020Q3,Residential,12051.0,10762670110.86,2285.144134908736,69520.0,21163.880389925664,2020,3,منطقة الرياض,Riyadh Region,7009120
Riyadh,2020Q4,Commercial,1245.0,12133942004.79,1658.147265087152,16827.0,546.7729579438997,2020,4,منطقة الرياض,Riyadh Region,7009120
Riyadh,2020Q4,Residential,18359.0,16973215415.82,2207.153728771237,79978.0,21056.39806491899,2020,4,منطقة الرياض,Riyadh Region,7009120
Riyadh,2021Q1,Commercial,1574.0,9094937875.63,1980.5139554070736,16508.0,556.9366384384541,2021,1,منطقة الرياض,Riyadh Region,7009120
Riyadh,2021Q1,Residential,21593.0,21732146819.44,2377.0868582401404,79371.0,20945.160386861044,2021,1,منطقة الرياض,Riyadh Region,7009120
Riyadh,2021Q2,Commercial,1351.0,8856623311.1,2102.7321568124485,7213.0,568.3313895854707,2021,2,منطقة الرياض,Riyadh Region,7009120
Riyadh,2021Q2,Residential,16555.0,17443445387.13,2642.1281597809116,36369.0,21345.748947242486,2021,2,منطقة الرياض,Riyadh Region,7009120
Riyadh,2021Q3,Commercial,1387.0,11442063618.01,2083.032362394541,19534.0,644.8435160078837,2021,3,منطقة الرياض,Riyadh Region,7009120
Riyadh,2021Q3,Residential,15012.0,16824491023.72,2986.688459080525,73869.0,23112.021961494887,2021,3,منطقة الرياض,Riyadh Region,7009120
Riyadh,2021Q4,Commercial,1565.0,11199650656.76,2180.997199863345,24693.0,676.81781338355,2021,4,منطقة الرياض,Riyadh Region,7009120
Riyadh,2021Q4,Residential,17077.0,19632966008.33,3007.7672208646245,92354.0,22150.33230655855,2021,4,منطقة الرياض,Riyadh Region,7009120
Riyadh,2022Q1,Commercial,1858.0,11485792233.66,2524.4317238572266,34774.0,667.9009970008053,2022,1,منطقة الرياض,Riyadh Region,7009120
Riyadh,2022Q1,Residential,17691.0,20630906231.19,3027.2040440048304,106015.0,22225.104757427827,2022,1,منطقة الرياض,Riyadh Region,7009120
Riyadh,2022Q2,Commercial,1589.0,13878655141.72,2579.0099072930793,29544.0,672.0031183495124,2022,2,منطقة الرياض,Riyadh Region,7009120
Riyadh,2022Q2,Residential,15270.0,18933630313.73,3308.442737614599,96293.0,23240.71649342507,2022,2,منطقة الرياض,Riyadh Region,7009120
Riyadh,2022Q3,Commercial,1431.0,10049402250.65,2337.1623168938545,32811.0,683.3768800576028,2022,3,منطقة الرياض,Riyadh Region,7009120
Riyadh,2022Q3,Residential,14793.0,17474687264.41,3364.353929849537,133516.0,22367.950664117565,2022,3,منطقة الرياض,Riyadh Region,7009120
Riyadh,2022Q4,Commercial,1248.0,11359654232.49,2931.4669524134706,41911.0,674.2554396259694,2022,4,منطقة الرياض,Riyadh Region,7009120
Riyadh,2022Q4,Residential,11706.0,15007449940.95,3778.3840961477354,136450.0,23347.47773807427,2022,4,منطقة الرياض,Riyadh Region,7009120
Riyadh,2023Q1,Commercial,1169.0,9393917468.46,2826.897010886203,43644.0,704.1935185342087,2023,1,منطقة الرياض,Riyadh Region,7009120
Riyadh,2023Q1,Residential,13458.0,16446264763.97,4107.189096790327,147663.0,24552.810585276333,2023,1,منطقة الرياض,Riyadh Region,7009120
Riyadh,2023Q2,Commercial,1124.0,14211035531.73,2751.7914418752666,34428.0,706.6796581210062,2023,2,منطقة الرياض,Riyadh Region,7009120
Riyadh,2023Q2,Residential,12220.0,18584220258.48,3930.938804956267,131688.0,25360.74969410415,2023,2,منطقة الرياض,Riyadh Region,7009120
Riyadh,2023Q3,Commercial,836.0,7999128725.09,2637.741567403642,42303.0,717.8658843196464,2023,3,منطقة الرياض,Riyadh Region,7009120
Riyadh,2023Q3,Residential,10082.0,12201295545.31,3920.24846348249,167295.0,25810.573007612355,2023,3,منطقة الرياض,Riyadh Region,7009120
Riyadh,2023Q4,Commercial,,,,46538.0,721.6399394504707,2023,4,منطقة الرياض,Riyadh Region,7009120
Riyadh,2023Q4,Residential,,,,178542.0,26519.95556449588,2023,4,منطقة الرياض,Riyadh Region,7009120
Riyadh,2024Q1,Commercial,,,,47101.0,750.4104471965138,2024,1,منطقة الرياض,Riyadh Region,7009120
Riyadh,2024Q1,Residential,,,,190191.0,28181.71749398724,2024,1,منطقة الرياض,Riyadh Region,7009120
Riyadh,2024Q2,Commercial,,,,38802.0,755.6187079428381,2024,2,منطقة الرياض,Riyadh Region,7009120
Riyadh,2024Q2,Residential,,,,159722.0,29833.015498701217,2024,2,منطقة الرياض,Riyadh Region,7009120
Riyadh,2024Q3,Commercial,,,,47399.0,774.8251655328593,2024,3,منطقة الرياض,Riyadh Region,7009120
Riyadh,2024Q3,Residential,,,,204944.0,30376.299894312222,2024,3,منطقة الرياض,Riyadh Region,7009120
Riyadh,2024Q4,Commercial,,,,52856.0,804.2682765366657,2024,4,منطقة الرياض,Riyadh Region,7009120
Riyadh,2024Q4,Residential,,,,213009.0,31405.08704011919,2024,4,منطقة الرياض,Riyadh Region,7009120
Sakaka,2019Q1,Commercial,,,,6.0,214.444445,2019,1,منطقة الجوف,Al Jouf Region,236669
Sakaka,2019Q1,Residential,,,,280.0,12178.463066942857,2019,1,منطقة الجوف,Al Jouf Region,236669
Sakaka,2019Q2,Commercial,,,,34.0,339.2009862941176,2019,2,منطقة الجوف,Al Jouf Region,236669
Sakaka,2019Q2,Residential,,,,295.0,14029.082808427118,2019,2,منطقة الجوف,Al Jouf Region,236669
Sakaka,2019Q3,Commercial,,,,171.0,449.99406185964915,2019,3,منطقة الجوف,Al Jouf Region,236669
Sakaka,2019Q3,Residential,1.0,266076.0,,747.0,13019.30774317403,2019,3,منطقة الجوف,Al Jouf Region,236669
Sakaka,2019Q4,Commercial,,,,384.0,451.5644446354167,2019,4,منطقة الجوف,Al Jouf Region,236669
Sakaka,2019Q4,Residential,,,,798.0,12361.07756954386,2019,4,منطقة الجوف,Al Jouf Region,236669
Sakaka,2020Q1,Commercial,,,,204.0,375.4102295882353,2020,1,منطقة الجوف,Al Jouf Region,236669
Sakaka,2020Q1,Residential,,,,813.0,12653.701230434195,2020,1,منطقة الجوف,Al Jouf Region,236669
Sakaka,2020Q2,Commercial,,,,142.0,426.3674994366197,2020,2,منطقة الجوف,Al Jouf Region,236669
Sakaka,2020Q2,Residential,,,,812.0,11986.802924977834,2020,2,منطقة الجوف,Al Jouf Region,236669
Sakaka,2020Q3,Commercial,,,,264.0,436.8353187386364,2020,3,منطقة الجوف,Al Jouf Region,236669
Sakaka,2020Q3,Residential,1.0,500000.0,,1552.0,11723.51183452384,2020,3,منطقة الجوف,Al Jouf Region,236669
Sakaka,2020Q4,Commercial,,,,397.0,386.5436627002519,2020,4,منطقة الجوف,Al Jouf Region,236669
Sakaka,2020Q4,Residential,,,,1279.0,11762.318700631744,2020,4,منطقة الجوف,Al Jouf Region,236669
Sakaka,2021Q1,Commercial,,,,354.0,400.15898344067796,2021,1,منطقة الجوف,Al Jouf Region,236669
Sakaka,2021Q1,Residential,,,,1015.0,12085.271326940885,2021,1,منطقة الجوف,Al Jouf Region,236669
Sakaka,2021Q2,Commercial,,,,179.0,346.4121016256983,2021,2,منطقة الجوف,Al Jouf Region,236669
Sakaka,2021Q2,Residential,3.0,150000.0,,496.0,12078.3301861875,2021,2,منطقة الجوف,Al Jouf Region,236669
